CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,ZipcodeofIncident,Battalion,StationArea,Box,OrigPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,Unitsequenceincalldispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
20150139,94,2004441,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:34:47 AM,500 Block of MARKET ST,SF,94104,B03,01,2109,3,3,3,true,null,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7890636112201, -122.40180312648)",020150139-94,2.0166666666666666
20150144,E21,2004442,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 10:34:28 AM,3300 Block of GEARY BLVD,SF,94118,B07,10,4453,3,3,3,false,null,1,ENGINE,1,7,2,Presidio Heights,"(37.7815739713841, -122.45542879534)",020150144-E21,2.35
20150146,E07,2004443,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 10:36:32 AM,100 Block of SOUTH VAN NESS AVE,SF,94103,B02,36,5116,3,3,3,false,null,1,ENGINE,2,2,6,Mission,"(37.7713345616374, -122.41791688409)",020150146-E07,8.566666666666666
20150146,M07,2004443,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 10:51:55 AM,100 Block of SOUTH VAN NESS AVE,SF,94103,B02,36,5116,3,3,3,true,null,1,MEDIC,1,2,6,Mission,"(37.7713345616374, -122.41791688409)",020150146-M07,5.316666666666666
20150149,B06,2004445,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 10:56:07 AM,3500 Block of CESAR CHAVEZ ST,SF,94110,B06,11,0555,3,3,3,false,null,1,CHIEF,3,6,9,Bernal Heights,"(37.7479996809997, -122.420821864913)",020150149-B06,1.8166666666666667
20150149,E32,2004445,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 10:54:27 AM,3500 Block of CESAR CHAVEZ ST,SF,94110,B06,11,0555,3,3,3,false,null,1,ENGINE,1,6,9,Bernal Heights,"(37.7479996809997, -122.420821864913)",020150149-E32,1.2
20150149,T11,2004445,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 10:57:29 AM,3500 Block of CESAR CHAVEZ ST,SF,94110,B06,11,0555,3,3,3,false,null,1,TRUCK,2,6,9,Bernal Heights,"(37.7479996809997, -122.420821864913)",020150149-T11,1.7833333333333334
20150150,M38,2004446,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:28:28 AM,BUCHANAN ST/MOULTON ST,SF,94123,B04,16,3444,1,1,2,true,null,1,MEDIC,1,4,2,Marina,"(37.7998374216987, -122.432675277956)",020150150-M38,2.0
20150151,M13,2004447,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:33:44 AM,MERCHANT ST/MONTGOMERY ST,SF,94111,B01,13,1233,2,2,2,true,null,1,MEDIC,1,1,3,Chinatown,"(37.7950663285172, -122.403221400682)",020150151-M13,2.683333333333333
20150152,E06,2004448,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:09:22 AM,100 Block of GUERRERO ST,SF,94103,B02,06,5214,3,3,3,false,null,1,ENGINE,1,2,8,Mission,"(37.7688930095544, -122.42438060559)",020150152-E06,2.8666666666666667
20150152,M07,2004448,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:07:43 PM,100 Block of GUERRERO ST,SF,94103,B02,06,5214,3,3,3,true,null,1,MEDIC,2,2,8,Mission,"(37.7688930095544, -122.42438060559)",020150152-M07,2.45
20150153,E02,2004449,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:14:13 AM,DAVIS ST/SACRAMENTO ST,SF,94111,B01,13,1133,3,3,3,false,null,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7944340060268, -122.397796258543)",020150153-E02,3.966666666666667
20150153,M01,2004449,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:44:05 AM,DAVIS ST/SACRAMENTO ST,SF,94111,B01,13,1133,3,3,3,true,null,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7944340060268, -122.397796258543)",020150153-M01,3.566666666666667
20150155,E15,2004450,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:17:52 AM,100 Block of RANDOLPH ST,SF,94132,B09,33,8415,3,3,3,true,null,1,ENGINE,3,9,11,Oceanview/Merced/Ingleside,"(37.7142424042046, -122.46394955837)",020150155-E15,3.75
20150155,E33,2004450,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:19:12 AM,100 Block of RANDOLPH ST,SF,94132,B09,33,8415,3,3,3,true,null,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7142424042046, -122.46394955837)",020150155-E33,1.6833333333333333
20150155,M15,2004450,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:14:50 PM,100 Block of RANDOLPH ST,SF,94132,B09,33,8415,3,3,3,false,null,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,"(37.7142424042046, -122.46394955837)",020150155-M15,1.55
20150156,B05,2004451,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:19:15 AM,800 Block of WEBSTER ST,SF,94117,B05,05,3521,3,3,3,false,null,1,CHIEF,1,5,5,Western Addition,"(37.7783670718075, -122.430093124689)",020150156-B05,3.0833333333333335
20150156,E05,2004451,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:19:15 AM,800 Block of WEBSTER ST,SF,94117,B05,05,3521,3,3,3,false,null,1,ENGINE,4,5,5,Western Addition,"(37.7783670718075, -122.430093124689)",020150156-E05,2.0
20150156,M03,2004451,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:08:20 PM,800 Block of WEBSTER ST,SF,94117,B05,05,3521,3,3,3,true,null,1,MEDIC,2,5,5,Western Addition,"(37.7783670718075, -122.430093124689)",020150156-M03,2.7333333333333334
20150156,RC1,2004451,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:18:08 AM,800 Block of WEBSTER ST,SF,94117,B05,05,3521,3,3,3,true,null,1,RESCUE CAPTAIN,3,5,5,Western Addition,"(37.7783670718075, -122.430093124689)",020150156-RC1,2.4833333333333334
20150157,E08,2004452,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:54:51 AM,0 Block of CAROLINA ST,SF,94107,B03,29,2362,3,3,3,false,null,1,ENGINE,1,3,10,Mission Bay,"(37.7679387012306, -122.400989022999)",020150157-E08,3.55
20150157,M41,2004452,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:19:08 PM,0 Block of CAROLINA ST,SF,94107,B03,29,2362,3,3,3,true,null,1,MEDIC,2,3,10,Mission Bay,"(37.7679387012306, -122.400989022999)",020150157-M41,3.8666666666666667
20150158,E01,2004453,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:15:23 AM,BUSH ST/GRANT AV,SF,94108,B01,13,1315,3,3,3,false,null,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7905652365323, -122.405573746363)",020150158-E01,2.75
20150158,M10,2004453,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:15:32 AM,BUSH ST/GRANT AV,SF,94108,B01,13,1315,3,3,3,true,null,1,MEDIC,3,1,3,Financial District/South Beach,"(37.7905652365323, -122.405573746363)",020150158-M10,2.8333333333333335
20150158,RS1,2004453,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:15:24 AM,BUSH ST/GRANT AV,SF,94108,B01,13,1315,3,3,3,false,null,1,RESCUE SQUAD,2,1,3,Financial District/South Beach,"(37.7905652365323, -122.405573746363)",020150158-RS1,2.716666666666667
20150159,E10,2004454,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:32:13 AM,2200 Block of DIVISADERO ST,SF,94115,B04,10,4162,3,3,3,false,null,1,ENGINE,1,4,2,Pacific Heights,"(37.7903225924114, -122.440826638304)",020150159-E10,3.783333333333333
20150159,M05,2004454,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:26:54 PM,2200 Block of DIVISADERO ST,SF,94115,B04,10,4162,3,3,3,true,null,1,MEDIC,2,4,2,Pacific Heights,"(37.7903225924114, -122.440826638304)",020150159-M05,2.4166666666666665
20150160,M18,2004455,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:25:59 PM,2600 Block of QUINTARA ST,SF,94116,B08,18,7556,1,1,2,true,null,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7479194803427, -122.493766483973)",020150160-M18,3.7666666666666666
20150162,E01,2004456,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:44:40 AM,5TH ST/BRANNAN ST,SF,94107,B03,08,2241,3,3,3,false,null,1,ENGINE,2,3,6,South of Market,"(37.7765683820103, -122.398755450545)",020150162-E01,1.1166666666666667
20150162,M10,2004456,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:28:54 PM,5TH ST/BRANNAN ST,SF,94107,B03,08,2241,3,3,3,true,null,1,MEDIC,1,3,6,South of Market,"(37.7765683820103, -122.398755450545)",020150162-M10,1.3333333333333333
20150162,M38,2004456,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:34:17 PM,5TH ST/BRANNAN ST,SF,94107,B03,08,2241,3,3,3,true,null,1,MEDIC,3,3,6,South of Market,"(37.7765683820103, -122.398755450545)",020150162-M38,16.133333333333333
20150163,E12,2004457,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:34:08 AM,1600 Block of HAIGHT ST,SF,94117,B05,12,4525,3,3,3,false,null,1,ENGINE,1,5,5,Haight Ashbury,"(37.7696796386185, -122.449942040795)",020150163-E12,2.5166666666666666
20150163,M12,2004457,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:01:05 PM,1600 Block of HAIGHT ST,SF,94117,B05,12,4525,3,3,3,true,null,1,MEDIC,2,5,5,Haight Ashbury,"(37.7696796386185, -122.449942040795)",020150163-M12,2.1166666666666667
20150164,E17,2004458,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:41:15 AM,1700 Block of YOSEMITE AVE,SF,94124,B10,17,6512,3,3,3,true,null,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7284996658469, -122.39444320706)",020150164-E17,2.2
20150164,M17,2004458,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:15:07 PM,1700 Block of YOSEMITE AVE,SF,94124,B10,17,6512,3,3,3,true,null,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7284996658469, -122.39444320706)",020150164-M17,1.9166666666666667
20150165,A152,2004459,Medical Incident,01/15/2002,01/15/2002,Other,null,500 Block of BATTERY ST,SF,94111,B01,13,1156,3,3,3,false,null,1,PRIVATE,2,1,3,Chinatown,"(37.7963165979031, -122.40065165037)",020150165-A152,4.5
20150165,E02,2004459,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:32:02 AM,500 Block of BATTERY ST,SF,94111,B01,13,1156,3,3,3,false,null,1,ENGINE,1,1,3,Chinatown,"(37.7963165979031, -122.40065165037)",020150165-E02,4.866666666666666
20150166,K996,2004460,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:38:25 AM,9TH ST/MISSION ST,SF,94103,B02,36,2336,3,3,3,false,null,1,PRIVATE,2,2,6,South of Market,"(37.7762305177878, -122.414711004673)",020150166-K996,4.516666666666667
20150166,RS1,2004460,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:35:10 AM,9TH ST/MISSION ST,SF,94103,B02,36,2336,3,3,3,false,null,1,RESCUE SQUAD,1,2,6,South of Market,"(37.7762305177878, -122.414711004673)",020150166-RS1,4.65
20150168,E03,2004461,Other,01/15/2002,01/15/2002,Other,01/15/2002 11:42:29 AM,JONES ST/SUTTER ST,SF,94109,B01,03,1463,3,3,3,true,null,1,ENGINE,1,1,3,Nob Hill,"(37.7885982027896, -122.413541442382)",020150168-E03,7.216666666666667
20150170,B03,2004462,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 11:55:32 AM,600 Block of AVENUE H,TI,94130,B03,48,2931,3,3,3,false,null,1,CHIEF,3,None,6,Treasure Island,"(37.824834824523, -122.369763960356)",020150170-B03,3.8833333333333333
20150170,E48,2004462,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 11:55:32 AM,600 Block of AVENUE H,TI,94130,B03,48,2931,3,3,3,true,null,1,ENGINE,1,None,6,Treasure Island,"(37.824834824523, -122.369763960356)",020150170-E48,4.083333333333333
20150170,T48,2004462,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 11:55:32 AM,600 Block of AVENUE H,TI,94130,B03,48,2931,3,3,3,false,null,1,TRUCK,2,None,6,Treasure Island,"(37.824834824523, -122.369763960356)",020150170-T48,4.35
20150171,E29,2004463,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 11:50:56 AM,0 Block of CUMBERLAND ST,SF,94110,B06,07,5445,3,3,3,true,null,1,ENGINE,1,6,8,Mission,"(37.7591515863543, -122.424733436568)",020150171-E29,4.033333333333333
20150171,K996,2004463,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:44:50 PM,0 Block of CUMBERLAND ST,SF,94110,B06,07,5445,3,3,3,false,null,1,PRIVATE,2,6,8,Mission,"(37.7591515863543, -122.424733436568)",020150171-K996,3.8833333333333333
20150172,B05,2004464,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 11:58:17 AM,400 Block of PARNASSUS AVE,SF,94131,B05,12,5155,3,3,3,false,null,1,CHIEF,3,5,7,Inner Sunset,"(37.7633165969878, -122.458205988587)",020150172-B05,1.1666666666666667
20150172,E12,2004464,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 12:18:11 PM,400 Block of PARNASSUS AVE,SF,94131,B05,12,5155,3,3,3,false,null,1,ENGINE,1,5,7,Inner Sunset,"(37.7633165969878, -122.458205988587)",020150172-E12,1.65
20150172,T12,2004464,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 11:59:57 AM,400 Block of PARNASSUS AVE,SF,94131,B05,12,5155,3,3,3,false,null,1,TRUCK,2,5,7,Inner Sunset,"(37.7633165969878, -122.458205988587)",020150172-T12,2.2666666666666666
20150173,E21,2004465,Other,01/15/2002,01/15/2002,Other,01/15/2002 11:48:19 AM,600 Block of STANYAN ST,SF,94117,B05,12,4553,3,3,3,false,null,1,ENGINE,1,5,5,Haight Ashbury,"(37.7696403896003, -122.453563238036)",020150173-E21,2.55
20150176,E01,2004466,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 12:34:28 PM,MARKET ST/MASON ST,SF,94103,B03,01,1365,3,3,3,false,null,1,ENGINE,1,3,6,South of Market,"(37.7832878520296, -122.408952160052)",020150176-E01,2.35
20150176,T01,2004466,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 11:54:15 AM,MARKET ST/MASON ST,SF,94103,B03,01,1365,3,3,3,false,null,1,TRUCK,2,3,6,South of Market,"(37.7832878520296, -122.408952160052)",020150176-T01,1.7333333333333334
20150177,A152,2004467,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:41:23 PM,1600 Block of LARKIN ST,SF,94109,B04,41,1634,3,3,3,false,null,1,PRIVATE,2,1,3,Russian Hill,"(37.7930387379907, -122.419422118932)",020150177-A152,3.55
20150177,E41,2004467,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:08:26 PM,1600 Block of LARKIN ST,SF,94109,B04,41,1634,3,3,3,false,null,1,ENGINE,1,1,3,Russian Hill,"(37.7930387379907, -122.419422118932)",020150177-E41,4.183333333333334
20150178,E24,2004468,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 12:08:15 PM,500 Block of GRAND VIEW AVE,SF,94114,B06,24,5543,3,3,3,false,null,1,ENGINE,1,6,8,Noe Valley,"(37.7511853616935, -122.442744571978)",020150178-E24,1.75
20150179,93,2004469,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:59:51 PM,1200 Block of 16TH AVE,SF,94122,B08,22,7367,3,3,3,true,null,1,MEDIC,1,7,5,Inner Sunset,"(37.7646448856409, -122.474048286658)",020150179-93,2.8833333333333333
20150179,E40,2004469,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:09:12 PM,1200 Block of 16TH AVE,SF,94122,B08,22,7367,3,3,3,true,null,1,ENGINE,2,7,5,Inner Sunset,"(37.7646448856409, -122.474048286658)",020150179-E40,3.783333333333333
20150180,E19,2004470,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 12:13:48 PM,100 Block of MORNINGSIDE DR,SF,94132,B08,19,8814,3,3,3,true,null,1,ENGINE,1,8,7,Sunset/Parkside,"(37.7304763625424, -122.492248494282)",020150180-E19,2.066666666666667
20150181,E14,2004471,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 12:16:03 PM,100 Block of 28TH AVE,SF,94121,B07,14,7231,3,3,3,false,null,1,ENGINE,1,7,2,Seacliff,"(37.7869306705764, -122.488387728892)",020150181-E14,2.316666666666667
20150190,M01,2004472,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:58:34 PM,1100 Block of MARKET ST,SF,94102,B03,01,1455,2,2,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7807642254398, -122.412320907436)",020150190-M01,2.1166666666666667
20150191,M07,2004473,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:55:19 PM,100 Block of COLERIDGE ST,SF,94110,B06,11,5662,1,1,2,true,null,1,MEDIC,1,6,9,Bernal Heights,"(37.7433946152786, -122.42000112094)",020150191-M07,4.266666666666667
20150194,E17,2004476,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:37:43 PM,3800 Block of 3RD ST,SF,94124,B10,25,6457,3,3,3,true,null,1,ENGINE,3,10,10,Bayview Hunters Point,"(37.7422681434531, -122.387936728644)",020150194-E17,3.1166666666666667
20150194,M17,2004476,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:46:29 PM,3800 Block of 3RD ST,SF,94124,B10,25,6457,3,3,3,true,null,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7422681434531, -122.387936728644)",020150194-M17,2.0166666666666666
20150197,E14,2004477,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:28:36 PM,100 Block of 23RD AVE,SF,94121,B07,14,7174,E,E,3,false,null,1,ENGINE,1,7,1,Outer Richmond,"(37.7849037762258, -122.483006489393)",020150197-E14,3.0166666666666666
20150197,M14,2004477,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:00:18 PM,100 Block of 23RD AVE,SF,94121,B07,14,7174,E,E,3,true,null,1,MEDIC,3,7,1,Outer Richmond,"(37.7849037762258, -122.483006489393)",020150197-M14,2.55
20150197,RC2,2004477,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:26:31 PM,100 Block of 23RD AVE,SF,94121,B07,14,7174,E,E,3,false,null,1,RESCUE CAPTAIN,2,7,1,Outer Richmond,"(37.7849037762258, -122.483006489393)",020150197-RC2,2.183333333333333
20150198,E15,2004478,Smoke Investigation (Outside),01/15/2002,01/15/2002,Other,01/15/2002 12:54:36 PM,DORADO TR/OCEAN AV,SF,94112,B09,15,8531,3,3,3,true,null,1,ENGINE,1,9,7,Oceanview/Merced/Ingleside,"(37.7249497021259, -122.461210546404)",020150198-E15,3.3333333333333335
20150200,E03,2004479,Fuel Spill,01/15/2002,01/15/2002,Other,01/15/2002 01:11:18 PM,1300 Block of SUTTER ST,SF,94109,B04,03,3223,3,3,3,true,null,1,ENGINE,1,4,2,Western Addition,"(37.7873894173843, -122.422569914317)",020150200-E03,3.4166666666666665
20150202,E43,2004480,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 12:54:10 PM,PARIS ST/RUSSIA AV,SF,94112,B09,43,6126,3,3,3,true,null,1,ENGINE,1,9,11,Excelsior,"(37.7208271455735, -122.435584713371)",020150202-E43,0.9333333333333333
20150202,T15,2004480,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 12:54:10 PM,PARIS ST/RUSSIA AV,SF,94112,B09,43,6126,3,3,3,false,null,1,TRUCK,2,9,11,Excelsior,"(37.7208271455735, -122.435584713371)",020150202-T15,1.8833333333333333
20150203,E06,2004481,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 12:59:15 PM,16TH ST/VALENCIA ST,SF,94103,B02,06,5226,3,3,3,false,null,1,ENGINE,1,2,8,Mission,"(37.7649173790256, -122.421886447232)",020150203-E06,3.0833333333333335
20150203,M36,2004481,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:05:07 PM,16TH ST/VALENCIA ST,SF,94103,B02,06,5226,3,3,3,true,null,1,MEDIC,2,2,8,Mission,"(37.7649173790256, -122.421886447232)",020150203-M36,2.8333333333333335
20150204,E37,2004482,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 01:00:07 PM,25TH ST/WISCONSIN ST,SF,94107,B10,37,2615,3,3,3,true,null,1,ENGINE,1,10,10,Potrero Hill,"(37.7521940654679, -122.398452381695)",020150204-E37,1.0166666666666666
20150204,T09,2004482,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 01:00:07 PM,25TH ST/WISCONSIN ST,SF,94107,B10,37,2615,3,3,3,true,null,1,TRUCK,2,10,10,Potrero Hill,"(37.7521940654679, -122.398452381695)",020150204-T09,1.2166666666666666
20150206,E02,2004483,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:19:08 PM,600 Block of BROADWAY,SF,94133,B01,02,1311,3,3,3,false,null,1,ENGINE,1,1,3,Chinatown,"(37.7977792275329, -122.407827984258)",020150206-E02,6.366666666666666
20150206,M28,2004483,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:57:39 PM,600 Block of BROADWAY,SF,94133,B01,02,1311,3,3,3,true,null,1,MEDIC,2,1,3,Chinatown,"(37.7977792275329, -122.407827984258)",020150206-M28,6.25
20150207,M41,2004484,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:57:35 PM,2500 Block of VAN NESS AVE,SF,94123,B04,16,3146,3,3,3,true,null,1,MEDIC,2,4,2,Marina,"(37.7989967483908, -122.424247224738)",020150207-M41,3.25
20150207,T16,2004484,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:13:35 PM,2500 Block of VAN NESS AVE,SF,94123,B04,16,3146,3,3,3,false,null,1,TRUCK,1,4,2,Marina,"(37.7989967483908, -122.424247224738)",020150207-T16,2.466666666666667
20150208,94,2004485,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:38:24 PM,0 Block of FELL ST,SF,94102,B02,36,3111,3,3,3,false,null,1,MEDIC,2,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",020150208-94,2.6
20150208,E36,2004485,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:09:39 PM,0 Block of FELL ST,SF,94102,B02,36,3111,3,3,3,false,null,1,ENGINE,1,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",020150208-E36,2.3833333333333333
20150211,B04,2004486,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 01:27:53 PM,3100 Block of TURK BLVD,SF,94118,B07,31,7112,3,3,3,true,null,1,CHIEF,2,7,1,Lone Mountain/USF,"(37.7772381946469, -122.457711999313)",020150211-B04,1.85
20150211,E10,2004486,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 01:17:50 PM,3100 Block of TURK BLVD,SF,94118,B07,31,7112,3,3,3,false,null,1,ENGINE,1,7,1,Lone Mountain/USF,"(37.7772381946469, -122.457711999313)",020150211-E10,2.5
20150211,T14,2004486,Alarms,01/15/2002,01/15/2002,Other,01/15/2002 01:18:30 PM,3100 Block of TURK BLVD,SF,94118,B07,31,7112,3,3,3,false,null,1,TRUCK,3,7,1,Lone Mountain/USF,"(37.7772381946469, -122.457711999313)",020150211-T14,3.966666666666667
20150214,M13,2004487,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:19:03 PM,0 Block of MARKET ST,SF,94105,B03,13,2115,3,3,3,true,null,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7940657665886, -122.395089224777)",020150214-M13,2.75
20150215,M10,2004488,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:04:20 PM,5600 Block of GEARY BLVD,SF,94121,B07,14,7172,1,1,2,true,null,1,MEDIC,1,7,1,Outer Richmond,"(37.7804359524882, -122.479927322992)",020150215-M10,5.233333333333333
20150216,E21,2004489,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:25:40 PM,0 Block of VEGA ST,SF,94115,B05,10,0436,3,3,3,false,null,1,ENGINE,1,5,2,Lone Mountain/USF,"(37.7801242878056, -122.445893581212)",020150216-E21,2.2333333333333334
20150216,M05,2004489,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:21:22 PM,0 Block of VEGA ST,SF,94115,B05,10,0436,3,3,3,true,null,1,MEDIC,2,5,2,Lone Mountain/USF,"(37.7801242878056, -122.445893581212)",020150216-M05,2.5166666666666666
20150217,E29,2004490,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:43:52 PM,CALL BOX:,SF,94107,B03,08,2236,3,3,3,true,null,1,ENGINE,2,3,6,Mission Bay,"(37.7745939867922, -122.396382111352)",020150217-E29,5.666666666666667
20150217,M29,2004490,Medical Incident,01/15/2002,01/15/2002,Other,null,CALL BOX:,SF,94107,B03,08,2236,3,3,3,true,null,1,MEDIC,1,3,6,Mission Bay,"(37.7745939867922, -122.396382111352)",020150217-M29,4.433333333333334
20150218,93,2004492,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:23:38 PM,MARKET ST/TAYLOR ST,SF,94102,B03,01,2248,1,1,2,true,null,1,MEDIC,1,3,6,South of Market,"(37.7822305756448, -122.410292026777)",020150218-93,18.0
20150221,M17,2004493,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:21:05 PM,2400 Block of KEITH ST,SF,94124,B10,17,6546,2,2,2,true,null,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.725881170284, -122.392457448025)",020150221-M17,2.9
20150222,E44,2004494,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:54:26 PM,0 Block of EXETER ST,SF,94124,B10,44,6326,3,3,3,true,null,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7221852157054, -122.398743727923)",020150222-E44,2.85
20150222,M32,2004494,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 02:53:02 PM,0 Block of EXETER ST,SF,94124,B10,44,6326,3,3,3,true,null,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7221852157054, -122.398743727923)",020150222-M32,2.216666666666667
20150225,E17,2004495,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:47:23 PM,4600 Block of 3RD ST,SF,94124,B10,17,6516,3,3,3,true,null,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7360180524544, -122.390409391697)",020150225-E17,2.4
20150225,M43,2004495,Medical Incident,01/15/2002,01/15/2002,Other,01/15/2002 01:47:24 PM,4600 Block of 3RD ST,SF,94124,B10,17,6516,3,3,3,true,null,1,MEDIC,3,10,10,Bayview Hunters Point,"(37.7360180524544, -122.390409391697)",020150225-M43,2.5166666666666666
20150226,B06,2004496,Structure Fire,01/15/2002,01/15/2002,Other,01/15/2002 02:19:14 PM,3500 Block of CESAR CHAVEZ ST,SF,94110,B06,11,0555,3,3,3,false,null,1,CHIEF,3,6,9,Bernal Heights,"(37.7479996809997, -122.420821864913)",020150226-B06,1.6833333333333333
